track_id,artists,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,release_year,release_decade,market_region,playlist_category,artist_tier,streaming_platform,release_year_raw,release_year_clean,clean_decade
6JMoEZRBV0JhA0AIu4QWPV,Fantasy,30.0,223533.0,False,0.685,0.881,9,-4.861,1,0.0491,0.112,0.0,0.448,0.772,124.002,4,disco,2003,2000s,Middle East & Africa,Focus,Rising,Apple Music,2003,2003.0,2000s
6tfmaOWBVvzYALzkwdBHj2,Adana Twins,33.0,458836.0,False,0.745,0.932,5,-9.681,1,0.0488,0.0898,0.918,0.111,0.039,123.999,4,disco,2019,2010s,Latin America,Sleep & Relax,Rising,Spotify,2019,2019.0,2010s
4QT3YKobBj4BI7xCYRLr9u,Imagination,63.0,387866.0,False,0.752,0.548,11,-10.532,0,0.0329,0.295,0.115,0.0582,0.658,105.125,4,disco,1993,1990s,Latin America,Top Charts,Established,Spotify,1993,1993.0,1990s
0pPrvxYCZIvrbs9vnsfTZk,Nockis,0.0,200305.0,False,0.699,0.881,7,-5.75,1,0.0395,0.0651,4.5e-06,0.277,0.766,140.049,4,disco,2015,2010s,Latin America,Discover,Emerging,YouTube Music,2015,2015.0,2010s
1yYTULMZ5t1mxgbkGzkexi,Die Zipfelbuben;DJ Cashi,0.0,180157.0,False,0.666,0.942,1,-2.928,1,0.0689,0.0307,0.0,0.246,0.832,141.913,4,disco,2012,2010s,,Party,Emerging,Apple Music,2012,2012.0,2010s
1OzrlK57iLTIjmbZC1ppWM,Dionne Warwick;Elton John;Glad,66.0,255933.0,False,0.68,0.242,0,-16.264,0,0.0322,0.509,4.34e-05,0.071,0.169,120.126,4,disco,1991,1990s,Asia Pacific,Top Charts,Established,Tidal,1991,1991.0,1990s
2lhlXPoo5uwZqSXaLozSp6,Nik P.;Giraffenaffen,33.0,170253.0,False,0.733,0.689,9,-6.52,1,0.0309,0.613,0.0,0.101,0.929,121.912,4,disco,2002,2000s,Latin America,Party,Rising,Apple Music,2002,2002.0,2000s
3K7Q9PHUWPTaknlbFPThn2,Kool & The Gang,72.0,298866.0,False,0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,4,disco,1964,1960s,Europe,Sleep & Relax,Superstar,YouTube Music,1964,1964.0,1960s
5C0Au1hBTKTzQLrfwgcocT,Oliver Cheatham,0.0,241906.0,False,0.865,0.611,11,-11.571,0,0.0573,0.226,0.082,0.0572,0.963,116.545,4,disco,2010,2010s,Europe,Mood,Emerging,Tidal,2010,2010.0,2010s
7rIovIsXE6kMn629b7kDig,Gloria Gaynor,69.0,296106.0,False,0.77,0.775,9,-9.571,0,0.0495,0.0227,0.00262,0.297,0.802,116.935,4,disco,2004,2000s,Europe,Party,Established,Spotify,2004,2004.0,2000s
1lqOcxYsDWlmGP6BUFf9nh,Cyndi Lauper,,228960.0,False,,0.731,6,,1,0.0348,0.395,5.32e-05,0.515,0.755,,4,disco,,2010s,,,,YouTube Music,,,
3qE6p9fN4YeILT0cQcY1cD,Bonnie Tyler,61.0,261340.0,False,0.549,0.89,9,-7.973,0,0.0613,0.0057,0.00053,0.128,0.84,149.092,4,disco,2004,2000s,Middle East & Africa,Top Charts,Established,Apple Music,2004,2004.0,2000s
7juldJ3Bp7nwj4G8mCEM1R,Marcin Siegienczuk,29.0,205984.0,False,0.727,0.816,5,-6.912,0,0.0369,0.000577,0.00207,0.309,0.883,126.969,4,disco,2004,2000s,Europe,Discover,Emerging,YouTube Music,2004,2004.0,2000s
5vVgfzrfRvAGs2Jknak3KA,JÃ¼rgen Drews;Ben Zucker,0.0,179440.0,False,0.641,0.928,4,-3.882,1,0.0506,0.0345,0.0,0.144,0.839,117.981,4,disco,2016,2010s,Latin America,Party,Emerging,YouTube Music,2016,2016.0,2010s
2yB0vv1uJONVlnMOO8x8EV,Culture Club,0.0,256200.0,False,0.631,0.867,10,-2.207,1,0.036,0.237,0.0,0.12,0.916,92.136,4,disco,1978,1970s,North America,Workout,Emerging,Apple Music,1978,1978.0,1970s
1VTMnL02a5mShVJxbZWunu,Culture Club,34.0,295333.0,False,0.428,0.312,8,-14.24,1,0.0333,0.431,0.0,0.111,0.371,126.75,4,disco,2020,2020s,Latin America,Discover,Rising,Amazon Music,2020,2020.0,2020s
1TPVTmJRx9ZE5qfGSKve0q,DiscoBoys,0.0,211659.0,False,0.93,0.811,5,-5.704,1,0.126,0.0629,0.0,0.101,0.93,142.068,4,disco,2019,2010s,Europe,Workout,Emerging,Apple Music,2019,2019.0,2010s
6fw12s3vAJQAt7lbICodwC,Gloria Gaynor,66.0,198373.0,False,0.779,0.542,9,-15.137,0,0.0515,0.0358,0.000659,0.33,0.647,116.284,4,disco,2015,2010s,North America,Workout,Established,Amazon Music,2015,2015.0,2010s
6sEOCx9dvZ2Vy3sI8HpZ3m,Ricchi E Poveri,0.0,188840.0,False,0.725,0.834,4,-6.142,0,0.0302,0.379,1.82e-06,0.288,0.931,133.289,4,disco,2013,2010s,Europe,Party,Emerging,Amazon Music,2013,2013.0,2010s
5MZtbbQIAx2MB6lAM3pMDU,Steffen JÃ¼rgens,31.0,186562.0,False,0.72,0.895,3,-5.132,1,0.0333,0.0344,0.0393,0.135,0.852,128.005,4,disco,2020,2020s,,Party,Rising,YouTube Music,2020,2020.0,2020s
4PaDoGTeE3PPyHPfZ3nqaD,Nu Shooz,0.0,218826.0,False,0.784,0.844,7,-4.63,0,0.0574,0.166,0.00201,0.0682,0.94,103.972,4,disco,2000,2000s,North America,Top Charts,Emerging,Spotify,2000,2000.0,2000s
2eRmD96ncTEgQwJmXa6rrg,Womack & Womack,67.0,228573.0,False,0.872,0.715,11,-10.182,1,0.0468,0.0876,0.0706,0.177,0.967,133.225,4,disco,1989,1980s,Asia Pacific,Sleep & Relax,Established,Amazon Music,1989,1989.0,1980s
6KOlBh6a2XbewRVt0v6826,Eric Prydz;Empire of the Sun,1.0,379500.0,False,0.557,0.793,4,-6.723,0,0.036,0.000513,0.75,0.494,0.0869,127.944,4,disco,2002,2000s,North America,Sleep & Relax,Emerging,Amazon Music,2002,2002.0,2000s
6iXQrhhgBisdfvS34EMTZ3,Barry Manilow,69.0,213333.0,False,0.308,0.464,10,-9.032,1,0.0279,0.418,2.49e-06,0.143,0.318,103.734,4,disco,2018,2010s,Asia Pacific,Mood,Established,Spotify,2018,2018.0,2010s
6HWDLIy67pLWRpUv7lNsp9,Culture Club,0.0,256200.0,False,0.631,0.867,10,-2.207,1,0.036,0.237,0.0,0.12,0.916,92.136,4,disco,1973,1970s,Latin America,Party,Emerging,Spotify,1973,1973.0,1970s
7DD1ojeTUwnW65g5QuZw7X,Gloria Gaynor,64.0,261173.0,False,0.668,0.678,9,-10.317,0,0.056,0.00293,0.0,0.265,0.657,120.029,4,disco,2013,2010s,Europe,Discover,Established,Amazon Music,2013,2013.0,2010s
4Argn9jaXH4GYQFer2X749,Tim Toupet,29.0,202648.0,False,0.778,0.998,11,-2.045,0,0.186,0.101,0.0,0.0571,0.884,133.888,4,disco,2023,2020s,Europe,Discover,Emerging,Amazon Music,2023,2023.0,2020s
1gmsCKc2EIOVXXZDVn4oB3,Nockis,40.0,249626.0,False,0.639,0.656,0,-9.428,1,0.0343,0.355,0.0,0.353,0.553,95.152,4,disco,2019,2010s,Latin America,Sleep & Relax,Rising,Spotify,2019,2019.0,2010s
46jni4B6gnRB5EbjIEnsf3,BLOND:ISH,0.0,253701.0,False,0.698,0.861,2,-7.21,1,0.0344,0.000237,0.471,0.0758,0.169,123.004,4,disco,2011,2010s,Latin America,Sleep & Relax,Emerging,Tidal,2011,2011.0,2010s
46Liv0Pkip7IL14eJeHHbu,Harold Melvin & The Blue Notes,31.0,279426.0,False,0.391,0.432,0,-14.698,1,0.0796,0.166,0.0,0.129,0.523,177.466,4,disco,1984,1980s,Latin America,Workout,Rising,Apple Music,1984,1984.0,1980s
4mmJ9f97Yr1E7YuEu92ir2,Martin Solveig;Good Times Ahea,49.0,255626.0,False,0.806,0.85,0,-4.608,1,0.0619,0.00255,0.178,0.139,0.581,125.019,4,disco,circa 2010,2010s,Europe,Workout,Rising,Tidal,circa 2010,,
5u8ALOrKzJF4izyyPo4OnN,PiÄ™kni I MÅ‚odzi,34.0,252352.0,False,0.638,0.959,1,-3.907,0,0.0313,0.0326,0.101,0.0485,0.907,136.039,4,disco,2013,2010s,Europe,Discover,Rising,Apple Music,2013,2013.0,2010s
5JhDVEBy4Jz5JXvKTqLQDR,Magik Band,30.0,221538.0,False,0.711,0.831,11,-6.732,0,0.0425,0.215,0.00576,0.313,0.963,143.058,4,disco,1993,1990s,Middle East & Africa,Discover,Rising,Apple Music,1993,1993.0,1990s
3HmU74RIPV2LgkjJUeU7Cd,Change,32.0,268653.0,False,0.767,0.79,5,-5.495,0,0.0846,0.257,1.01e-06,0.152,0.876,115.03,5,disco,1991,1990s,North America,Workout,Rising,Spotify,1991,1991.0,1990s
7s0LZ16wKs8MoWYd3SR6Q6,Mirage,30.0,257160.0,False,0.603,0.928,5,-5.894,1,0.0298,0.000716,0.000915,0.116,0.876,140.0,4,disco,2021,2020s,Europe,Focus,Rising,Amazon Music,2021,2021.0,2020s
5B4gUqNKYgU38ULSWP5Bzj,BLOND:ISH;Francis Mercier;Amad,63.0,209760.0,False,0.736,0.827,6,-3.902,0,0.0643,0.0199,0.00828,0.351,0.814,125.008,4,disco,2015,2010s,North America,Sleep & Relax,Established,Apple Music,2015,2015.0,2010s
300zfRaCgTmEm5Eqe3HqZZ,Ray Parker Jr.,63.0,240800.0,False,0.779,0.717,6,-9.7,0,0.0335,0.0125,0.0536,0.355,0.789,115.384,4,disco,2018,2010s,Latin America,Workout,Established,YouTube Music,2018,2018.0,2010s
0WBoGdKqK3Hlzt65o5vQqA,Diana Ross,1.0,325266.0,False,0.741,0.92,5,-4.457,1,0.0516,0.182,0.122,0.0903,0.739,110.141,4,disco,2020,2020s,Latin America,Workout,Emerging,Spotify,2020,2020.0,2020s
22sTK2yvAQOwc5jzDmacHc,Kool & The Gang,0.0,296276.0,False,0.885,0.856,1,-5.396,1,0.0554,0.181,0.0367,0.092,0.9,121.65,4,disco,2012,2010s,North America,Party,Emerging,YouTube Music,2012,2012.0,2010s
4qv7YSyt5UV8LvrXyE8sGn,The Jacksons,57.0,230773.0,False,0.843,0.702,6,-4.981,0,0.0462,0.0499,0.000306,0.308,0.882,125.464,4,disco,2011,2010s,North America,Discover,Established,Apple Music,2011,2011.0,2010s
4cOdK2wGLETKBW3PvgPWqT,Rick Astley,80.0,213573.0,False,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,4,disco,2009,2000s,North America,Top Charts,Superstar,Spotify,2009,2009.0,2000s
4LrqQJeqKbObLdsEego2um,Tobee,1.0,220000.0,False,0.574,0.998,6,-3.628,1,0.0658,0.0101,0.0,0.352,0.934,139.985,3,disco,2004,2000s,Europe,Workout,Emerging,Spotify,2004,2004.0,2000s
1xA6ciTZn37GIUv9mkuRpC,Fair Play,29.0,254891.0,False,0.681,0.932,4,-5.65,0,0.0358,0.0749,0.00175,0.352,0.953,138.006,4,disco,2009,2000s,Europe,Party,Emerging,Spotify,2009,2009.0,2000s
7FWsSCMaDRXubEZOqxwtAJ,Rose Royce,0.0,198520.0,False,0.764,0.625,9,-8.185,0,0.184,0.227,4.59e-05,0.0335,0.828,,4,disco,2017,2010s,,,Emerging,YouTube Music,2017,2017.0,2010s
0ikz6tENMONtK6qGkOrU3c,Wham!,80.0,231333.0,False,0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548,4,disco,2013,2010s,Europe,Workout,Superstar,Apple Music,2013,2013.0,2010s
4nkGwi71JA1qMPptDPK9gA,The Bar-Kays,0.0,141360.0,False,0.733,0.467,4,-14.99,1,0.0312,0.148,0.883,0.334,0.852,115.871,4,disco,2020,2020s,North America,Top Charts,Emerging,Spotify,2020,2020.0,2020s
4GhtDORJiSRYxj6M1bv0vX,Billy Ocean,70.0,179013.0,False,0.518,0.907,5,-3.732,1,0.0343,0.00221,1.15e-05,0.0838,0.961,140.982,4,disco,2009,2000s,Asia Pacific,Party,Superstar,Spotify,2009,2009.0,2000s
68Q6c22JNyLUlZYX4dE2tn,Claptone;Nathan Nicholson,65.0,329537.0,False,0.811,0.647,10,-7.916,0,0.0406,0.0174,0.349,0.0829,0.708,120.01,4,disco,2013,2010s,Europe,Top Charts,Established,Apple Music,2013,2013.0,2010s
6SkirYAmlg8gNmA3EJ4rQI,Bernhard Brink,32.0,178143.0,False,0.66,0.963,5,-4.044,1,0.036,0.00824,0.0,0.156,0.802,128.034,4,disco,2014,2010s,Latin America,Workout,Rising,Spotify,2014,2014.0,2010s
3RhoJBbU3aXy4hO9cFQZEL,Moonwalk,47.0,377953.0,False,0.768,0.769,2,-8.88,1,0.0483,0.00136,0.906,0.108,0.108,124.015,4,disco,2013,2010s,North America,Mood,Rising,Apple Music,2013,2013.0,2010s
5QIPJPkYq0QwhDSD0hA4of,The Bar-Kays,30.0,251960.0,True,0.874,0.446,11,-11.217,0,0.116,0.0259,0.0485,0.119,0.917,125.17,4,disco,late 90s,2010s,Europe,Workout,Rising,YouTube Music,late 90s,,
0nrCJPLsvZrV805zb6FUbh,Polo & Pan,0.0,169266.0,False,0.704,0.669,0,-5.691,1,0.0309,0.0862,0.348,0.108,0.305,121.005,4,disco,2001,2000s,Middle East & Africa,Party,Emerging,Apple Music,2001,2001.0,2000s
5ljF6KFXsUShOeZYc7iWMR,Nockis;Umberto Tozzi,0.0,258519.0,False,0.704,0.873,2,-4.391,1,0.0449,0.133,1.88e-06,0.226,0.87,131.985,4,disco,2011,2010s,Latin America,Mood,Emerging,Apple Music,2011,2011.0,2010s
1zVMJGPMWKmD4cjTTyf68y,Boney M.;G. Mart,55.0,272226.0,False,0.718,0.907,6,-5.154,0,0.0501,0.167,0.00104,0.245,0.975,127.151,4,disco,1992,1990s,Europe,Mood,Established,Spotify,1992,1992.0,1990s
6FxjvmfQuS4DUuUC0yC4bo,The O'Jays,34.0,396000.0,False,0.513,0.724,9,-8.536,0,0.0834,0.112,0.0,0.579,0.691,126.345,4,disco,2007,2000s,Latin America,Mood,Rising,Spotify,2007,2007.0,2000s
4nOyRmWTvh3TtUIgclXnvz,Rene & Angela,32.0,301333.0,False,0.439,0.393,10,-10.692,0,0.0506,0.16,0.0,0.177,0.589,140.958,4,disco,2010,2010s,Asia Pacific,Focus,Rising,YouTube Music,2010,2010.0,2010s
6cfNBFSKFB59wO8xIFZ0qI,Ivan komarenko,31.0,209093.0,False,0.64,0.758,9,-7.31,0,0.0675,0.497,0.0,0.0506,0.849,106.978,4,disco,2014,2010s,North America,Party,Rising,Amazon Music,2014,2014.0,2010s
0NaNzUwgo22RgGAzt9fFwn,Peter Wackel,0.0,215651.0,False,0.67,0.983,3,-2.052,0,0.0779,0.0067,0.0,0.0223,0.822,134.044,4,disco,2022,2020s,Europe,Focus,Emerging,Apple Music,2022,2022.0,2020s
6rXn4Pm2CXg2RRxPvdLZHz,Peter Wackel,0.0,193106.0,False,0.694,0.997,8,-2.362,0,0.235,0.0806,0.0,0.283,0.335,139.953,4,disco,2013,2010s,,Top Charts,Emerging,Spotify,2013,2013.0,2010s
2GuIRSthEpYN5MO6PGD7Vx,Polo & Pan,59.0,316372.0,False,0.803,0.427,8,-10.819,1,0.0509,0.0245,0.405,0.0953,0.439,118.008,4,disco,2016,2010s,North America,Mood,Established,Apple Music,2016,2016.0,2010s
2shdj27ClUe4ETiBQXGLdQ,Bee Gees,0.0,225400.0,False,0.812,0.816,5,-5.699,1,0.0569,0.21,0.0472,0.0961,0.778,105.936,4,disco,late 90s,2010s,Latin America,Focus,Emerging,Amazon Music,late 90s,,
6G2CJ0Lop5EPywsqKm7NHj,The Gap Band,32.0,252640.0,False,0.747,0.882,11,-7.099,0,0.049,0.183,3.39e-06,0.338,0.815,116.22,4,disco,2014,2010s,Latin America,Workout,Rising,YouTube Music,2014,2014.0,2010s
3PtC4c1n7cjneGg8QrWIoo,Akcent,37.0,215624.0,False,0.755,0.922,7,-3.422,0,0.0332,0.0227,0.0122,0.219,0.902,127.995,4,disco,1986,1980s,Latin America,Focus,Rising,Amazon Music,1986,1986.0,1980s
0SWaRw9VY5jOhHDYP5KSh2,Christian Lais,32.0,267127.0,False,0.617,0.773,0,-5.154,1,0.028,0.0385,0.0,0.166,0.741,121.008,4,disco,2002,2000s,Europe,Sleep & Relax,Rising,Spotify,2002,2002.0,2000s
6Yp3K2cy35hXnWQFE1yWrJ,The Knocks;Dragonette,0.0,253723.0,False,0.77,0.743,6,-3.251,1,0.0299,0.0205,0.0003,0.144,0.843,123.014,4,disco,2006,2000s,Europe,Top Charts,Emerging,YouTube Music,2006,2006.0,2000s
5g6nzsOxwxdoj6sqAl0NXB,The Weather Girls,64.0,211013.0,False,0.682,0.925,5,-5.896,0,0.121,0.315,0.000718,0.702,0.611,136.27,4,disco,2010,2010s,Latin America,Mood,Established,YouTube Music,2010,2010.0,2010s
7I91PNcgDJlBorpAL2YR8Y,Martin Solveig;Ina Wroldsen,0.0,202745.0,False,0.728,0.854,0,-3.86,0,0.0457,0.245,0.00184,0.149,0.62,121.998,4,disco,1977,1970s,North America,Mood,Emerging,Apple Music,1977,1977.0,1970s
3yDhZq8f17SmumVmEyCaRN,KC & The Sunshine Band,68.0,254240.0,False,0.862,0.624,3,-11.63,1,0.0565,0.0192,0.000153,0.0465,0.882,124.896,4,disco,1995,1990s,Europe,Discover,Established,Apple Music,1995,1995.0,1990s
2LZ78ozpwG2wP0ylDPWKi5,Nockis,0.0,199413.0,False,0.556,0.649,7,-6.66,1,0.0254,0.538,8.51e-06,0.258,0.577,107.03,4,disco,2003,2000s,North America,Top Charts,Emerging,Apple Music,2003,2003.0,2000s
7eflaRnXGmpD5Dk7coPvec,Thelma Houston,,218906.0,False,,0.671,0,,0,0.0594,0.0972,9.99e-06,0.0917,0.673,,4,disco,,2020s,,,,YouTube Music,,,
1PiASZMKp39IsWwiiIYgPO,Polo & Pan,59.0,277520.0,False,0.662,0.621,0,-6.158,1,0.0291,0.204,0.591,0.0658,0.0477,120.998,4,disco,2005,2000s,Middle East & Africa,Party,Established,Amazon Music,2005,2005.0,2000s
0p4s5XhvIgIwq6wyj2HSSs,Toshihiro Tachibana;Shigeo Mat,21.0,35506.0,False,0.407,0.162,7,-17.251,1,0.0365,0.876,6.21e-06,0.158,0.697,181.496,4,disney,2010,2010s,Europe,Workout,Emerging,Spotify,2010,2010.0,2010s
4gHVJrW7FY160u1XA5ddJ9,Larry Morey;Frank Churchill;Ed,20.0,123533.0,False,0.239,0.229,1,-19.128,1,0.0454,0.845,0.717,0.633,0.519,174.08,3,disney,2000,2000s,Middle East & Africa,Discover,Emerging,Apple Music,2000,2000.0,2000s
569dvIIgoXk5Q4jwONOzfm,Randy Newman,21.0,201600.0,False,0.74,0.568,2,-10.676,1,0.0286,0.633,8.04e-05,0.0745,0.855,111.72,4,disney,2013,2010s,North America,Top Charts,Emerging,Amazon Music,2013,2013.0,2010s
1lsI6Ckl0HHtZGFYDyB2Ox,The Sleep Diaries,20.0,132334.0,False,0.312,0.0435,2,-24.635,1,0.044,0.953,0.942,0.108,0.197,74.396,4,disney,2003,2000s,Latin America,Discover,Emerging,Spotify,2003,2003.0,2000s
5j0pMS3szgfFkDpw3INTh5,Little Piano Player,22.0,120192.0,False,0.429,0.0301,10,-25.75,1,0.0637,0.994,0.951,0.111,0.262,119.751,4,disney,2000,2000s,North America,Top Charts,Emerging,Apple Music,2000,2000.0,2000s
0r18bT9WjOsecZfmUhjSmG,Alan Menken;Howard Ashman;Elle,21.0,235533.0,False,0.434,0.106,7,-20.119,1,0.0463,0.921,9.97e-05,0.327,0.261,110.736,4,disney,2011,2010s,Asia Pacific,Discover,Emerging,Spotify,2011,2011.0,2010s
701t1mDGIDbk99rASKJGFV,Cameron's Bedtime Classics,20.0,239013.0,False,0.738,0.0832,0,-16.842,1,0.0978,0.993,0.913,0.108,0.636,76.008,3,disney,1962,1960s,Asia Pacific,Party,Emerging,Spotify,1962,1962.0,1960s
4rMDmLfDYo0cWZjNSabgwy,JoÃ£o Pedro GonÃ§alves;Ermelinda,21.0,73480.0,False,0.48,0.0449,6,-16.909,1,0.0778,0.938,0.0,0.111,0.369,76.389,4,disney,1962,1960s,North America,Top Charts,Emerging,Amazon Music,1962,1962.0,1960s
17GTH3Y785FxMmgLfBXwF9,Verna Felton,19.0,78240.0,False,0.538,0.512,8,-8.697,1,0.0638,0.947,1.42e-05,0.273,0.855,52.751,4,disney,2001,2000s,Asia Pacific,Focus,Emerging,Apple Music,2001,2001.0,2000s
5bulpXWEmHEvIkWjSP1WwJ,Diamond Yukai,31.0,196133.0,False,0.526,0.509,1,-11.688,1,0.0312,0.102,9.07e-05,0.356,0.673,135.505,4,disney,1973,1970s,North America,Sleep & Relax,Rising,YouTube Music,1973,1973.0,1970s
50HyCO6sIv2avtQ2yjy98G,Little Piano Player,19.0,86209.0,False,0.68,0.0721,0,-25.957,0,0.0511,0.986,0.944,0.145,0.366,171.948,1,disney,1992,1990s,Latin America,Sleep & Relax,Emerging,Spotify,1992,1992.0,1990s
0znKh3KRLuwVMbSMk8Kr79,Rob Cantor,32.0,85350.0,False,0.533,0.133,0,-12.18,1,0.0309,0.956,0.972,0.119,0.313,135.934,3,disney,2005,2000s,Middle East & Africa,Sleep & Relax,Rising,Spotify,2005,2005.0,2000s
0z12rAqcy07ZPSPvafKeui,Billboard Baby Lullabies,20.0,85526.0,False,0.402,0.467,5,-16.433,1,0.0467,0.957,0.907,0.11,0.284,150.587,3,disney,2018,2010s,Asia Pacific,Top Charts,Emerging,Amazon Music,2018,2018.0,2010s
3e1jZMpPpFjeP98HveuJyC,Cameron's Bedtime Classics,17.0,145652.0,False,0.217,0.271,1,-16.137,1,0.0404,0.93,0.89,0.114,0.0452,125.542,4,disney,2012,2010s,Middle East & Africa,Discover,Emerging,Apple Music,2012,2012.0,2010s
51Fw32KFm2W0Fk5B0ebWMB,Pia Allgaier;Friedel Morgenste,18.0,216200.0,False,0.306,0.148,2,-14.233,1,0.0379,0.901,6.35e-06,0.09,0.151,75.52,4,disney,2011,2010s,Europe,Sleep & Relax,Emerging,Spotify,2011,2011.0,2010s
4rIDpI0EVkjKwHl4PqDJtv,Germaine Franco,18.0,176493.0,False,0.108,0.29,1,-14.76,1,0.0504,0.611,0.911,0.049,0.0394,166.161,3,disney,2004,2000s,North America,Workout,Emerging,Tidal,2004,2004.0,2000s
0P4DUjSYEtoRZrOGZrrMiK,Roger Bart;Male Ensemble,26.0,297746.0,False,0.622,0.514,5,-9.677,0,0.456,0.669,0.0,0.333,0.678,102.612,3,disney,2021,2020s,,Focus,Emerging,Apple Music,2021,2021.0,2020s
0xy0KYvthKi5FbbMF3eFr8,Mauricio Luz,19.0,210466.0,False,0.447,0.551,2,-16.527,0,0.231,0.761,0.0,0.277,0.607,72.551,3,disney,2008,2000s,Europe,Sleep & Relax,Emerging,Apple Music,2008,2008.0,2000s
3kTFElpN5xHxwLRqDsd2Po,Grzegorz Markowski,19.0,216640.0,False,0.498,0.479,5,-7.251,1,0.0251,0.629,0.000884,0.229,0.281,109.092,4,disney,1990,1990s,Asia Pacific,Mood,Emerging,Apple Music,1990,1990.0,1990s
3yJ1w00H62kKw2pOoF0HY1,Alan Menken;Chorus - The Hunch,26.0,210640.0,False,0.179,0.0786,2,-21.378,0,0.0379,0.811,0.0374,0.115,0.0416,136.179,3,disney,2013,2010s,North America,Top Charts,Emerging,Spotify,2013,2013.0,2010s
3DzGOhLHOKhrUmH2L6lGom,Anders AldgÃ¥rd;Daniel Andersso,21.0,96506.0,False,0.483,0.583,8,-8.789,1,0.463,0.571,0.0,0.0911,0.822,81.4,3,disney,1993,1990s,Latin America,Focus,Emerging,Apple Music,1993,1993.0,1990s
5tUbrKXfKNpZANl5xB51x2,Karolina Trebacz;Marcin Mrozin,28.0,142226.0,False,0.695,0.814,1,-3.649,1,0.145,0.286,0.0,0.333,0.515,107.01,4,disney,2006,2000s,Europe,Workout,Emerging,Apple Music,2006,2006.0,2000s
6Guu5eK8ce0oWTCZfO4fnH,Lucas Lomholt Eriksen,23.0,123706.0,False,0.337,0.409,5,-6.575,1,0.0338,0.784,0.0,0.083,0.621,173.764,3,disney,2011,2010s,Europe,Sleep & Relax,Emerging,Spotify,2011,2011.0,2010s
2l9ulUtdoh331uUSdCohK9,AndrÃ© Leono,22.0,231466.0,True,0.837,0.56,2,-6.238,1,0.03,0.419,4.94e-05,0.111,0.603,105.964,4,disney,2020,2020s,Latin America,Workout,Emerging,YouTube Music,2020,2020.0,2020s
1AuVNrzAmDnfgyYId0fve1,Leonardo Holmes,27.0,139626.0,False,0.371,0.0167,0,-27.095,1,0.0481,0.983,0.945,0.102,0.244,73.938,3,disney,2011,2010s,Europe,Top Charts,Emerging,Spotify,2011,2011.0,2010s
6TkuxYrZC64d66EimnPBTq,Frank Churchill;David Huntsing,0.0,141973.0,False,0.443,0.0228,5,-26.317,1,0.0468,0.992,0.867,0.163,0.156,98.36,4,disney,2015,2010s,Asia Pacific,Sleep & Relax,Emerging,YouTube Music,2015,2015.0,2010s
08CEozAr9W6tjhOEpSY2J4,Mark Northam,39.0,114651.0,False,0.674,0.00277,7,-21.907,1,0.0904,0.995,0.933,0.11,0.346,130.297,5,disney,2023,2020s,North America,Mood,Rising,Spotify,2023,2023.0,2020s
6FG3wf5cM7HLQar4gE5JSW,Germaine Franco,17.0,81466.0,False,0.502,0.202,0,-19.155,0,0.0578,0.835,0.853,0.077,0.305,186.654,4,disney,1994,1990s,Asia Pacific,Focus,Emerging,Amazon Music,1994,1994.0,1990s
1XcsQzSojUtZhHxHY730ug,Andy Tallent,18.0,176293.0,False,0.399,0.0367,5,-27.498,1,0.0383,0.936,0.922,0.111,0.14,116.455,4,disney,2003,2000s,North America,Discover,Emerging,Amazon Music,2003,2003.0,2000s
3wTZLJ5muNKKNQpzw485gQ,Randy Newman,18.0,200066.0,False,0.135,0.202,0,-14.366,1,0.0329,0.632,0.543,0.396,0.0878,94.196,4,disney,2007,2000s,North America,Mood,Emerging,Spotify,2007,2007.0,2000s
5fh9CYSdQewgr1JolqlOS4,Germaine Franco,24.0,176493.0,False,0.129,0.295,1,-14.716,1,0.0493,0.608,0.896,0.0476,0.0433,76.947,3,disney,2008,2000s,Latin America,Sleep & Relax,Emerging,Amazon Music,2008,2008.0,2000s
4Gyt6z6orCvdN3AGyvNZkU,AndrÃ© Leono;Fabiana SinfrÃ´nio,,326751.0,False,,0.512,2,,0,0.029,0.104,0.0,0.165,0.251,,4,disney,,2000s,,,,Apple Music,,,
4DTtP6afDsZaChCjNqvz2z,The Circle Session Players,20.0,151206.0,False,0.722,0.415,0,-11.043,1,0.0335,0.816,0.856,0.0762,0.799,86.115,4,disney,2021,2020s,North America,Focus,Emerging,YouTube Music,2021,2021.0,2020s
4JKKEHCA8jt5SMwhxOCScO,Mickey Mouse;Goofy,23.0,69653.0,False,0.495,0.472,1,-14.148,1,0.567,0.974,1.84e-05,0.29,0.965,177.868,4,disney,2016,2010s,Europe,Workout,Emerging,YouTube Music,2016,2016.0,2010s
6GP68cx4XA8k5VpMbm5jho,Jana Werner;Peter Hofmann,23.0,245533.0,False,0.436,0.234,7,-15.609,1,0.0275,0.349,6.73e-05,0.346,0.175,77.532,4,disney,2013,2010s,Europe,Sleep & Relax,Emerging,Spotify,2013,2013.0,2010s
